,ProbeID,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOL,diffexpressed
2051,209357_at,-1.074175953,8.502188182,-4.015242866,8.42E-05,0.000620579,0.960024876,CITED2,DOWN
2052,227484_at,1.000453965,6.251177424,4.014950491,8.43E-05,0.000621066,0.958950835,SRGAP1,UP
2053,229656_s_at,1.038540539,5.522252228,4.008893156,8.63E-05,0.000633708,0.936714101,EML6,UP
2054,219888_at,1.053590984,6.176529416,4.007923618,8.67E-05,0.000635712,0.933157527,SPAG4,UP
2055,205343_at,1.651219236,6.263923386,4.005326407,8.75E-05,0.000641344,0.923633728,SULT1C2,UP
2056,204017_at,1.429904949,8.212155504,4.004480994,8.78E-05,0.000643037,0.920534786,KDELR3,UP
2057,208147_s_at,-2.409548854,10.78100851,-4.004159236,8.79E-05,0.000643761,0.919355498,CYP2C8,DOWN
2058,205393_s_at,1.003668719,4.331110291,4.002778832,8.84E-05,0.000646206,0.914297027,CHEK1,UP
2059,223820_at,-1.35401157,8.756050802,-4.001965462,8.87E-05,0.000647918,0.91131714,RBP5,DOWN
2060,210519_s_at,2.974329729,7.145343514,4.001241865,8.89E-05,0.000649233,0.908666579,NQO1,UP
2061,39763_at,-1.400330655,12.59304309,-3.999811452,8.94E-05,0.00065235,0.90342812,HPX,DOWN
2062,209771_x_at,2.216327212,10.05272193,3.999248022,8.96E-05,0.000653439,0.901365162,CD24,UP
2063,213262_at,1.121439998,5.320404835,3.990863207,9.26E-05,0.000671067,0.870693939,SACS,UP
2064,202409_at,-3.179405224,9.19367416,-3.990332766,9.28E-05,0.000672092,0.868755449,IGF2,DOWN
2065,202409_at,-3.179405224,9.19367416,-3.990332766,9.28E-05,0.000672092,0.868755449,INS-IGF2,DOWN
2066,221523_s_at,1.338825775,7.034180356,3.988166792,9.36E-05,0.000676726,0.860842204,RRAGD,UP
2067,216696_s_at,-1.073264246,9.157962343,-3.987223978,9.39E-05,0.000678859,0.857398831,PRODH2,DOWN
2068,212335_at,1.019042382,8.141096895,3.985616191,9.45E-05,0.000682135,0.851528422,GNS,UP
2069,235766_x_at,-1.068738927,7.295456433,-3.982427972,9.57E-05,0.000689114,0.839893434,RAB27A,DOWN
2070,242239_at,-1.264451105,6.258879885,-3.977808064,9.75E-05,0.00069987,0.82304772,NSUN6,DOWN
2071,236075_s_at,1.105845093,6.376028027,3.976257496,9.80E-05,0.000703458,0.817397559,ZNF232-AS1,UP
2072,205158_at,-1.241533494,10.04114007,-3.971100617,0.000100035,0.000715734,0.79861973,RNASE4,DOWN
2073,228844_at,-1.86172489,9.087613817,-3.967275446,0.000101533,0.000724459,0.78470446,SLC13A5,DOWN
2074,207173_x_at,1.753722865,5.545031009,3.966267331,0.000101931,0.00072664,0.781039023,CDH11,UP
2075,205394_at,1.062096938,5.172748519,3.965671137,0.000102167,0.000727656,0.778871674,CHEK1,UP
2076,205018_s_at,-1.313283608,6.469669289,-3.965524757,0.000102225,0.000727975,0.778339579,MBNL2,DOWN
2077,239069_s_at,1.06227954,6.820385451,3.965196442,0.000102356,0.000728713,0.77714621,NA,UP
2078,222162_s_at,-1.197536667,7.404367952,-3.964669069,0.000102566,0.000729576,0.775229472,ADAMTS1,DOWN
2079,205048_s_at,1.624135588,8.54421985,3.964202661,0.000102752,0.000730768,0.773534494,PSPHP1,UP
2080,205048_s_at,1.624135588,8.54421985,3.964202661,0.000102752,0.000730768,0.773534494,PSPH,UP
2081,223204_at,1.041947934,8.040252106,3.96380367,0.000102911,0.00073171,0.772084651,GASK1B,UP
2082,222128_at,-1.058803399,6.544956752,-3.962734154,0.000103339,0.000734085,0.768198883,NA,DOWN
2083,204205_at,1.1202054,6.331326312,3.961958471,0.00010365,0.000735724,0.76538123,APOBEC3G,UP
2084,211355_x_at,-1.83335845,8.704975748,-3.961873904,0.000103684,0.000735739,0.765074073,LEPR,DOWN
2085,211597_s_at,1.015443146,5.326881756,3.961903631,0.000103672,0.000735739,0.765182043,HOPX,UP
2086,208937_s_at,-1.596546388,8.046241127,-3.958567359,0.000105023,0.000744222,0.753068593,ID1,DOWN
2087,209460_at,-1.230392847,10.77514095,-3.946398335,0.000110092,0.000773602,0.708958541,ABAT,DOWN
2088,1553972_a_at,-1.143366915,9.684107864,-3.944883302,0.000110739,0.000777449,0.703474974,LOC102724560,DOWN
2089,1553972_a_at,-1.143366915,9.684107864,-3.944883302,0.000110739,0.000777449,0.703474974,CBS,DOWN
2090,214837_at,-1.51431568,9.273391757,-3.940050344,0.000112827,0.00078917,0.685994387,ALB,DOWN
2091,235740_at,1.320881053,4.62045639,3.939577966,0.000113033,0.000790308,0.684286796,MCTP1,UP
2092,235985_at,-1.069569929,5.766734086,-3.936252524,0.000114495,0.00079848,0.672270666,NA,DOWN
2093,227370_at,1.010180342,4.645329071,3.93506559,0.000115021,0.000801636,0.667983902,FAM171B,UP
2094,205328_at,-1.018354501,4.259582606,-3.93438638,0.000115323,0.000803126,0.665531342,CLDN10,DOWN
2095,210015_s_at,1.000607605,5.639083407,3.934195858,0.000115407,0.000803614,0.664843451,MAP2,UP
2096,203908_at,-1.877734545,7.924780134,-3.931823857,0.000116469,0.000809661,0.656281585,SLC4A4,DOWN
2097,225639_at,1.01240139,7.571656987,3.93006722,0.00011726,0.000813811,0.649943744,SKAP2,UP
2098,226269_at,1.355347455,5.343877865,3.928353908,0.000118038,0.000818278,0.643764548,GDAP1,UP
2099,223798_at,-1.095036845,7.31695327,-3.927511665,0.000118422,0.000820731,0.640727774,SLC41A2,DOWN
2100,214308_s_at,-1.187102262,10.06009899,-3.923734261,0.000120158,0.000831499,0.627114882,HGD,DOWN
2101,211621_at,-1.156940173,6.539712529,-3.922269383,0.000120838,0.000835251,0.621838811,AR,DOWN
2102,202746_at,1.603203909,6.187234473,3.92102818,0.000121417,0.000838298,0.617369665,ITM2A,UP
2103,219410_at,-2.036333927,8.113376164,-3.919895623,0.000121947,0.000841322,0.613292773,TMEM45A,DOWN
2104,227372_s_at,1.186944085,8.462641517,3.918729288,0.000122496,0.000844361,0.609095339,BAIAP2L1,UP
2105,209071_s_at,1.151345047,9.81456179,3.918519232,0.000122595,0.000844831,0.608339499,RGS5,UP
2106,229067_at,1.03991548,8.268701434,3.917392185,0.000123128,0.000847967,0.604284656,NA,UP
2107,235419_at,-1.522379923,7.786343126,-3.915805212,0.000123882,0.00085262,0.598576799,NA,DOWN
2108,211122_s_at,1.882507676,5.231235147,3.909883641,0.000126734,0.00086864,0.57729616,CXCL11,UP
2109,1552701_a_at,1.123410607,7.025260433,3.907401149,0.000127948,0.000875554,0.568382895,CARD16,UP
2110,204537_s_at,1.291911203,6.125006619,3.905997114,0.00012864,0.000879385,0.563343919,GABRE,UP
2111,211708_s_at,1.675910809,8.110758931,3.903097143,0.000130079,0.000887449,0.552941043,SCD,UP
2112,226946_at,-1.026325629,9.502393342,-3.902722633,0.000130266,0.000888283,0.55159807,NADK2,DOWN
2113,213310_at,1.015549789,5.530687623,3.902342776,0.000130456,0.000889354,0.550236033,AGO2,UP
2114,205079_s_at,-1.104529908,8.188694569,-3.899081698,0.000132098,0.00089864,0.538547607,MPDZ,DOWN
2115,219502_at,1.089681313,4.894440033,3.898993222,0.000132143,0.000898721,0.538230605,NEIL3,UP
2116,217583_at,-1.353248768,7.909758432,-3.897614884,0.000132843,0.000902358,0.533292948,PAH,DOWN
2117,1569582_at,-1.336657879,5.692478822,-3.897390037,0.000132958,0.000902911,0.532487612,AADACP1,DOWN
2118,201963_at,-1.124326243,10.99820755,-3.895223815,0.000134066,0.000909193,0.524730894,ACSL1,DOWN
2119,206743_s_at,-1.042133209,9.732637851,-3.895116669,0.000134121,0.000909228,0.524347327,ASGR1,DOWN
2120,219630_at,2.467726352,7.011675048,3.892541809,0.00013545,0.000916759,0.51513239,PDZK1IP1,UP
2121,233599_at,-1.281513783,6.485206889,-3.892545276,0.000135448,0.000916759,0.515144795,NA,DOWN
2122,224747_at,1.317271173,7.849878389,3.8899273,0.000136812,0.000924148,0.505780896,UBE2Q2,UP
2123,235652_at,-1.256411233,7.796511989,-3.885989355,0.000138889,0.00093586,0.491705929,SCML1,DOWN
2124,228221_at,1.339061528,6.809369997,3.884096371,0.000139898,0.000941612,0.484944385,SLC44A3,UP
2125,205222_at,-1.287698497,9.265336643,-3.883281519,0.000140334,0.000944084,0.482034688,EHHADH,DOWN
2126,240422_at,-1.098796635,8.868742449,-3.882754405,0.000140617,0.000945755,0.480152732,FMO5,DOWN
2127,223062_s_at,-1.365610181,10.08618126,-3.87768909,0.000143364,0.000961862,0.462079185,PSAT1,DOWN
2128,220224_at,-1.420694324,10.18618575,-3.875400805,0.000144622,0.000968753,0.453920984,HAO1,DOWN
2129,224937_at,1.057992283,7.09489517,3.875220795,0.000144721,0.0009693,0.453279389,PTGFRN,UP
2130,1555564_a_at,-1.301595314,10.43654087,-3.874998043,0.000144844,0.000969649,0.452485484,CFI,DOWN
2131,203697_at,1.217315024,5.726952108,3.874324104,0.000145217,0.000971669,0.450083757,FRZB,UP
2132,219666_at,-1.033946252,7.498444688,-3.873288987,0.000145792,0.000974439,0.446395589,MS4A6A,DOWN
2133,209894_at,-1.644361022,10.01511519,-3.871195928,0.00014696,0.000980448,0.43894051,LEPR,DOWN
2134,202411_at,2.261126864,9.79509668,3.868835767,0.000148289,0.000988103,0.430538207,IFI27,UP
2135,231678_s_at,-2.909717975,10.69749781,-3.868272088,0.000148608,0.000989986,0.42853213,ADH4,DOWN
2136,218653_at,-1.020329952,9.595518907,-3.866844346,0.000149418,0.000994173,0.423452057,SLC25A15,DOWN
2137,244359_s_at,1.286953346,5.226178507,3.86582709,0.000149998,0.000997062,0.419833521,NA,UP
2138,225626_at,1.431727972,7.728004477,3.863663364,0.000151239,0.001003845,0.412139538,PAG1,UP
2139,209406_at,1.161501673,7.745839482,3.863157698,0.000151531,0.001004924,0.410341976,BAG2,UP
2140,233112_at,-1.039238904,5.488445286,-3.860672094,0.000152971,0.001012264,0.401508977,NA,DOWN
2141,230494_at,-1.404176295,6.668911276,-3.857552164,0.000154797,0.001022636,0.390428701,SLC20A1,DOWN
2142,232238_at,1.012229373,4.203260863,3.856904979,0.000155179,0.001024762,0.388131221,ASPM,UP
2143,206574_s_at,1.07598169,5.566619297,3.856550517,0.000155388,0.001025648,0.386873033,PTP4A3,UP
2144,201670_s_at,1.095459707,8.590082421,3.853877395,0.000156975,0.001033624,0.377387808,MARCKS,UP
2145,227081_at,-1.134332583,6.016776516,-3.853450835,0.00015723,0.001034927,0.375874738,DNALI1,DOWN
2146,201669_s_at,1.186474483,9.653828531,3.852534815,0.000157778,0.001037909,0.372625968,MARCKS,UP
2147,219970_at,-1.202983805,5.979890609,-3.847713092,0.000160693,0.001054421,0.355536105,GIPC2,DOWN
2148,220075_s_at,-1.636584523,7.892369188,-3.847007887,0.000161124,0.001056865,0.353038152,CDHR5,DOWN
2149,208116_s_at,-1.23412386,8.067367573,-3.841785907,0.000164347,0.001075261,0.334553291,MAN1A1,DOWN
2150,241869_at,-1.375476344,6.840123453,-3.839628548,0.000165696,0.001082697,0.326922929,APOL6,DOWN
2151,218688_at,-1.113478622,7.915059987,-3.839412541,0.000165832,0.001083454,0.326159138,TKFC,DOWN
2152,205141_at,-1.362749219,11.52539935,-3.839308557,0.000165897,0.001083621,0.325791467,ANG,DOWN
2153,229700_at,1.205551824,4.608549659,3.838478136,0.00016642,0.001086776,0.322855545,ZNF738,UP
2154,218847_at,1.771137476,7.166823436,3.837609355,0.000166969,0.001089968,0.319784584,IGF2BP2,UP
2155,203637_s_at,1.027770508,7.360345304,3.834788079,0.000168762,0.001099441,0.309816082,MID1,UP
2156,220786_s_at,-1.795484917,9.628159639,-3.831930003,0.000170598,0.001109678,0.299723983,SLC38A4,DOWN
2157,1558815_at,-1.019564123,5.868719131,-3.830779008,0.000171342,0.001113897,0.295661555,SORBS2,DOWN
2158,211549_s_at,-1.580189119,5.766794492,-3.829463106,0.000172197,0.001118216,0.291018371,HPGD,DOWN
2159,203963_at,1.753507937,6.278094802,3.828300372,0.000172956,0.001122743,0.286916788,CA12,UP
2160,223170_at,1.196050092,8.467133683,3.827316293,0.000173601,0.001125857,0.283446251,TMEM98,UP
2161,214071_at,1.42047027,4.493589406,3.826122586,0.000174386,0.001130185,0.279237456,GNAL,UP
2162,203913_s_at,-2.53739256,7.352576681,-3.824091152,0.000175729,0.001137367,0.272077582,HPGD,DOWN
2163,204462_s_at,-1.144870462,7.992951527,-3.822760562,0.000176615,0.00114188,0.267389636,SLC16A2,DOWN
2164,1552389_at,1.822485346,6.011146691,3.820083963,0.000178409,0.001151434,0.257963668,ERICH5,UP
2165,226623_at,1.111446077,7.237531402,3.813797146,0.00018269,0.001171867,0.235846241,PHYHIPL,UP
2166,207544_s_at,-1.590435902,8.266226751,-3.813453443,0.000182927,0.001172973,0.234637977,ADH6,DOWN
2167,207156_at,1.427865945,4.970377068,3.810762265,0.000184792,0.001183807,0.225180562,H2AC11,UP
2168,213954_at,1.431204985,6.287125204,3.805741347,0.000188319,0.001202888,0.207551285,FAM169A,UP
2169,205483_s_at,1.187140274,9.530315574,3.805125144,0.000188757,0.001205258,0.205389076,ISG15,UP
2170,232472_at,-1.146393512,5.484636069,-3.803987857,0.000189566,0.001209014,0.201399212,NA,DOWN
2171,204272_at,2.186003319,9.81948072,3.803948002,0.000189595,0.001209054,0.20125941,LGALS4,UP
2172,208029_s_at,1.443021602,9.443562994,3.802360062,0.000190731,0.001215588,0.19569032,LAPTM4B,UP
2173,220751_s_at,-1.063818035,8.154830251,-3.800822773,0.000191837,0.001220216,0.19030078,FAXDC2,DOWN
2174,209135_at,1.049184146,9.335313956,3.799239945,0.000192982,0.001226214,0.18475355,ASPH,UP
2175,220892_s_at,-1.22424255,7.906738919,-3.796271332,0.000195147,0.001237379,0.174355025,PSAT1,DOWN
2176,33322_i_at,1.577220541,8.760142708,3.795211971,0.000195925,0.001241016,0.170645966,SFN,UP
2177,202311_s_at,1.462886023,5.684430679,3.793944567,0.00019686,0.001246359,0.166209679,COL1A1,UP
2178,233446_at,1.037189669,9.160493919,3.793884213,0.000196904,0.001246497,0.165998454,ONECUT2,UP
2179,217022_s_at,-2.118163921,8.159806421,-3.792471593,0.000197951,0.00125124,0.161055439,IGH,DOWN
2180,217022_s_at,-2.118163921,8.159806421,-3.792471593,0.000197951,0.00125124,0.161055439,IGHA1,DOWN
2181,217022_s_at,-2.118163921,8.159806421,-3.792471593,0.000197951,0.00125124,0.161055439,IGHA2,DOWN
2182,227226_at,1.224672663,5.520545331,3.789083958,0.000200484,0.001265637,0.149207961,MRAP2,UP
2183,211356_x_at,-1.782953589,8.881153152,-3.781853525,0.000205992,0.001293831,0.123951742,LEPR,DOWN
2184,203434_s_at,-2.263374844,5.330148955,-3.780534829,0.000207012,0.001298595,0.119349969,MME,DOWN
2185,222016_s_at,1.288363743,7.423963981,3.780009,0.00020742,0.001300557,0.117515402,ZSCAN31,UP
2186,201668_x_at,1.008006164,7.289970107,3.779317854,0.000207958,0.001303777,0.115104394,MARCKS,UP
2187,218856_at,1.159141801,8.233616123,3.776368221,0.000210267,0.001315986,0.104819119,TNFRSF21,UP
2188,205960_at,-1.647891856,6.178167691,-3.772531615,0.000213306,0.001330737,0.091451379,PDK4,DOWN
2189,200974_at,1.051263169,9.942443485,3.77043442,0.000214985,0.001338917,0.084149164,ACTA2,UP
2190,225647_s_at,1.673295402,6.443401528,3.768324742,0.000216686,0.001347055,0.076807024,CTSC,UP
2191,227038_at,-1.001494143,7.620287345,-3.763396929,0.00022071,0.001366627,0.059670999,SGMS2,DOWN
2192,209976_s_at,-3.145514495,10.68391775,-3.761294941,0.000222448,0.001375049,0.052367425,CYP2E1,DOWN
2193,1559363_at,-1.029919034,4.867319697,-3.756842039,0.000226173,0.001396491,0.03690701,HISLA,DOWN
2194,223278_at,-1.302697999,7.973490465,-3.751908363,0.000230368,0.001417587,0.01979586,GJB2,DOWN
2195,216238_s_at,-1.242289397,12.71929459,-3.747759214,0.000233953,0.001434155,0.005420699,FGB,DOWN
2196,207218_at,-2.306976134,10.93430256,-3.745600276,0.000235839,0.001444259,-0.002053724,F9,DOWN
2197,222830_at,-1.017718862,7.153495348,-3.743139089,0.000238007,0.001456391,-0.010570006,GRHL1,DOWN
2198,205830_at,1.968494597,6.013378544,3.739903615,0.000240886,0.001471141,-0.021758124,CLGN,UP
2199,206741_at,1.001605219,5.710091363,3.739208741,0.000241508,0.001474181,-0.024159874,SSUH2,UP
2200,219181_at,-1.349235854,7.68124249,-3.736243255,0.000244182,0.001487675,-0.03440538,LIPG,DOWN
2201,207325_x_at,1.809811937,5.876976415,3.735551885,0.00024481,0.001490832,-0.036792992,MAGEA1,UP
2202,216899_s_at,1.05578184,5.945259565,3.734722354,0.000245564,0.001494016,-0.039657233,SKAP2,UP
2203,207185_at,-2.144748833,10.29138849,-3.73456717,0.000245706,0.001494406,-0.040192998,SLC10A1,DOWN
2204,238778_at,1.399801893,4.499376024,3.730692617,0.000249262,0.001511768,-0.053563433,MPP7,UP
2205,219681_s_at,1.095005582,7.755884289,3.728943339,0.000250884,0.001519014,-0.059595961,RAB11FIP1,UP
2206,214043_at,-1.548249593,5.78812919,-3.727231873,0.00025248,0.001526816,-0.065495714,PTPRD,DOWN
2207,213975_s_at,1.540797602,10.81734929,3.721775932,0.000257632,0.001550934,-0.08428772,LYZ,UP
2208,225646_at,1.092358317,7.380383268,3.719962527,0.000259367,0.001560343,-0.090528378,CTSC,UP
2209,205082_s_at,-1.712931584,9.83784795,-3.71879089,0.000260493,0.001565445,-0.094559051,AOX1,DOWN
2210,225081_s_at,1.1839287,6.926430972,3.718782406,0.000260501,0.001565445,-0.094588233,CDCA7L,UP
2211,201468_s_at,2.54881352,8.00546158,3.718643979,0.000260635,0.001565605,-0.095064377,NQO1,UP
2212,205649_s_at,-1.139509844,12.3576074,-3.718635792,0.000260643,0.001565605,-0.095092539,FGA,DOWN
2213,208471_at,-1.804420265,9.992420118,-3.713381893,0.000265754,0.001590359,-0.113152836,HPR,DOWN
2214,205627_at,-1.226564211,6.772616165,-3.710100979,0.000268994,0.001606402,-0.124419748,CDA,DOWN
2215,240383_at,-1.266099136,5.662099726,-3.709590578,0.000269501,0.001608553,-0.126171726,UBE2D3,DOWN
2216,228121_at,1.057068129,5.576574163,3.705241012,0.000273861,0.001629656,-0.141093356,TGFB2,UP
2217,228121_at,1.057068129,5.576574163,3.705241012,0.000273861,0.001629656,-0.141093356,TGFB2-OT1,UP
2218,204818_at,-1.573283727,9.762826491,-3.704167357,0.000274948,0.001634631,-0.144774301,HSD17B2,DOWN
2219,219404_at,1.173678627,5.78586358,3.70419349,0.000274921,0.001634631,-0.144684717,EPS8L3,UP
2220,242375_x_at,-1.251006593,7.8192483,-3.701509397,0.000277655,0.00164714,-0.153882927,PAH,DOWN
2221,211162_x_at,1.368959881,7.580744876,3.695395677,0.000283978,0.001678451,-0.174812614,SCD,UP
2222,208767_s_at,1.27173126,9.304607626,3.694526608,0.000284888,0.001682182,-0.17778534,LAPTM4B,UP
2223,220148_at,-1.67807328,10.30596604,-3.693349941,0.000286124,0.001687482,-0.181809264,ALDH8A1,DOWN
2224,209581_at,-1.172124511,8.797601844,-3.693141312,0.000286344,0.001688595,-0.182522607,PLAAT3,DOWN
2225,207256_at,-1.804900467,9.423165827,-3.692177277,0.000287361,0.001693314,-0.18581839,MBL2,DOWN
2226,213139_at,1.42796749,7.254412527,3.691345126,0.000288242,0.001697772,-0.188662691,SNAI2,UP
2227,210366_at,-1.545286065,9.418433675,-3.689457415,0.000290249,0.001707571,-0.195112847,SLCO1B1,DOWN
2228,204607_at,-1.346753873,12.18238077,-3.687432195,0.000292418,0.001718133,-0.202029664,HMGCS2,DOWN
2229,220626_at,-1.024808502,10.54708269,-3.686250662,0.00029369,0.001724285,-0.206063478,SERPINA10,DOWN
2230,1553589_a_at,2.153277028,6.961785431,3.685347799,0.000294666,0.00172927,-0.209145142,PDZK1IP1,UP
2231,205753_at,-2.885643152,9.024842658,-3.682318895,0.000297961,0.001745796,-0.219478637,CRP,DOWN
2232,235296_at,1.402117505,4.909406991,3.681752993,0.000298581,0.001748863,-0.221408464,EIF5A2,UP
2233,220736_at,-1.012625469,5.483774537,-3.678664086,0.000301984,0.00176539,-0.231937645,SLC19A3,DOWN
2234,204997_at,-1.021967011,7.01409865,-3.676589738,0.00030429,0.00177526,-0.239004172,GPD1,DOWN
2235,232541_at,-1.635960529,6.982596822,-3.675446018,0.000305569,0.001781767,-0.242898915,NA,DOWN
2236,236725_at,-1.028446155,6.119128535,-3.675241336,0.000305798,0.001782914,-0.243595815,WWC1,DOWN
2237,242837_at,-1.055149952,6.255794444,-3.673605949,0.000307637,0.001791146,-0.249162742,MECR,DOWN
2238,225491_at,-2.332574388,8.037578181,-3.673098567,0.000308209,0.001793714,-0.250889455,SLC1A2,DOWN
2239,235763_at,1.982839198,4.68990162,3.67312319,0.000308181,0.001793714,-0.250805662,SLC44A5,UP
2240,1431_at,-3.202840539,10.63904842,-3.672785598,0.000308563,0.001795007,-0.251954442,CYP2E1,DOWN
2241,52255_s_at,1.007080259,7.27007884,3.670858615,0.000310748,0.001805222,-0.258509932,COL5A3,UP
2242,225897_at,1.084979224,8.241378423,3.670626683,0.000311012,0.001806564,-0.25929875,MARCKS,UP
2243,230570_at,1.12516313,6.140687377,3.66231493,0.000320616,0.001851124,-0.287538983,EIF3H,UP
2244,205633_s_at,-1.049286094,10.33960657,-3.660242436,0.000323053,0.001861657,-0.294571856,ALAS1,DOWN
2245,234983_at,1.078956795,7.492302143,3.657196562,0.000326668,0.001878512,-0.304901534,SPRING1,UP
2246,227874_at,1.033084736,6.104864711,3.655563282,0.000328622,0.001888166,-0.310437496,EMCN,UP
2247,201487_at,1.101653846,8.784681818,3.653921507,0.000330597,0.001897518,-0.316000085,CTSC,UP
2248,227123_at,1.085978599,5.481336886,3.653420095,0.000331202,0.001900394,-0.317698511,RAB3B,UP
2249,206110_at,1.134526998,5.487779894,3.650013461,0.000335343,0.001918914,-0.329232378,H3C10,UP
2250,236652_at,-1.510041608,8.369618322,-3.649941356,0.000335432,0.001919217,-0.329476401,NA,DOWN
2251,212964_at,1.07711011,6.275722655,3.640421845,0.000347267,0.001972733,-0.361656364,HIC2,UP
2252,242191_at,-1.124358613,7.616864971,-3.637833944,0.000350552,0.001988852,-0.37039188,NA,DOWN
2253,205924_at,1.058170953,5.838306678,3.637351544,0.000351167,0.001991291,-0.372019633,RAB3B,UP
2254,223467_at,-1.157650575,8.564188204,-3.63507693,0.000354084,0.002004309,-0.379692278,RASD1,DOWN
2255,209031_at,1.096735366,9.118201447,3.633654032,0.000355919,0.002012823,-0.384489812,CADM1,UP
2256,211354_s_at,-1.758652892,8.587967005,-3.63316886,0.000356547,0.002015331,-0.386125276,LEPR,DOWN
2257,224646_x_at,-2.356390241,9.277225416,-3.631482319,0.000358739,0.002026039,-0.391808941,H19,DOWN
2258,232494_at,-2.33533685,10.17249017,-3.629494924,0.000361337,0.002037974,-0.398503529,CYP8B1,DOWN
2259,207345_at,-1.451869579,8.09014758,-3.627089659,0.000364506,0.002052665,-0.406601441,FST,DOWN
2260,201801_s_at,1.00393191,7.408261138,3.626428894,0.000365381,0.002056744,-0.408825245,SLC29A1,UP
2261,89977_at,-1.593652559,9.198771436,-3.621299013,0.000372241,0.002088474,-0.426077823,ACSM5,DOWN
2262,209257_s_at,1.184004754,6.103718688,3.618699606,0.000375764,0.002106507,-0.434811879,SMC3,UP
2263,215867_x_at,1.142482677,7.046797076,3.618382251,0.000376196,0.00210828,-0.435877824,CA12,UP
2264,223587_s_at,-1.065283677,6.023520633,-3.61469915,0.000381246,0.002130463,-0.448242774,AMN,DOWN
2265,203355_s_at,-1.130254218,7.589706409,-3.604368826,0.000395755,0.002197148,-0.482865091,PSD3,DOWN
2266,228653_at,-1.511358327,6.68041428,-3.604150456,0.000396067,0.002198211,-0.483596027,SAMD5,DOWN
2267,212909_at,1.073576229,5.180923867,3.604036621,0.00039623,0.002198882,-0.483977043,LYPD1,UP
2268,206698_at,1.701142723,4.966267889,3.603701702,0.000396709,0.002200658,-0.485097991,XK,UP
2269,227828_s_at,-1.003088152,8.46003799,-3.602790234,0.000398017,0.002206119,-0.488148141,EVA1A,DOWN
2270,208288_at,-1.484424812,6.521713999,-3.600248951,0.000401684,0.002221977,-0.496648756,ABCB11,DOWN
2271,204864_s_at,-1.000602944,5.992370661,-3.599903382,0.000402185,0.002224155,-0.497804284,IL6ST,DOWN
2272,235343_at,1.364992633,3.965540782,3.598225282,0.000404628,0.002234822,-0.503414197,VASH2,UP
2273,238447_at,-1.262052727,6.208853756,-3.595153393,0.000409134,0.002254536,-0.513677632,RBMS3,DOWN
2274,235174_s_at,1.060583228,6.857833521,3.594909661,0.000409494,0.002255767,-0.51449163,LINC01003,UP
2275,226197_at,-1.286835097,8.887642833,-3.594251558,0.000410466,0.002259853,-0.516689278,AR,DOWN
2276,230318_at,-1.146777801,11.53617123,-3.592782169,0.000412645,0.002269693,-0.521594835,SERPINA1,DOWN
2277,225798_at,1.005428062,7.540340687,3.582729832,0.000427846,0.002338935,-0.555107437,JAZF1,UP
2278,205790_at,-1.011706064,6.940414131,-3.576953693,0.000436817,0.002379879,-0.574326764,SKAP1,DOWN
2279,205500_at,-1.026251509,11.20041612,-3.576803185,0.000437054,0.002380691,-0.574827196,C5,DOWN
2280,227354_at,1.252781608,6.530910178,3.569351305,0.000448895,0.002432819,-0.599581235,PAG1,UP
2281,206952_at,-1.594019671,9.814821521,-3.568969861,0.000449509,0.002435422,-0.600847115,G6PC1,DOWN
2282,217967_s_at,1.090476327,6.498687338,3.566159585,0.000454059,0.002457389,-0.610169798,NIBAN1,UP
2283,202381_at,1.103015331,8.379382115,3.56464194,0.000456534,0.002468337,-0.615201685,ADAM9,UP
2284,231265_at,2.131908779,6.575319609,3.561406594,0.000461852,0.002491074,-0.625922487,COX7B2,UP
2285,213112_s_at,1.007985205,8.20652626,3.561053013,0.000462437,0.002493095,-0.627093611,SQSTM1,UP
2286,1556919_at,-1.047222629,6.273286521,-3.559390943,0.000465195,0.002505243,-0.632597326,LEPR,DOWN
2287,243110_x_at,-1.536400812,4.863397056,-3.558666972,0.000466401,0.002510749,-0.634993949,NPW,DOWN
2288,219873_at,-1.2855864,8.764448176,-3.557953531,0.000467592,0.002515427,-0.637355296,COLEC11,DOWN
2289,221510_s_at,1.057148893,7.302238031,3.557661074,0.000468082,0.002517067,-0.638323151,GLS,UP
2290,218804_at,-1.784725863,6.800067851,-3.5460154,0.000487959,0.002603196,-0.676806409,ANO1,DOWN
2291,201562_s_at,-1.114072606,9.611356517,-3.543318511,0.000492674,0.002625016,-0.685702494,SORD,DOWN
2292,214469_at,1.097019787,5.425003703,3.5413042,0.000496224,0.002639036,-0.692343114,H2AC8,UP
2293,234361_at,-1.096777527,6.545148955,-3.537776471,0.000502498,0.002666692,-0.703965053,CREB3L3,DOWN
2294,203645_s_at,-1.153272391,8.212720765,-3.536675114,0.000504472,0.002675608,-0.707591334,CD163,DOWN
2295,1554679_a_at,1.650295857,7.792031647,3.533930244,0.000509424,0.002696633,-0.71662466,LAPTM4B,UP
2296,210497_x_at,1.315311908,5.889366896,3.532407168,0.000512191,0.002708656,-0.721634416,SSX2,UP
2297,210497_x_at,1.315311908,5.889366896,3.532407168,0.000512191,0.002708656,-0.721634416,SSX2B,UP
2298,220061_at,-1.371718229,8.533543891,-3.529334566,0.000517817,0.002733113,-0.731735147,ACSM5,DOWN
2299,230964_at,-1.106828597,3.489023603,-3.527916215,0.000520433,0.002744535,-0.73639516,FREM2,DOWN
