"ProbeID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","diffexpressed"
"208938_at",1.10734515795847,7.33789369579798,6.56148257702836,4.54004923144687e-10,2.58008021516137e-08,12.5542182301312,"PRCC","UP"
"203764_at",2.40860809584809,5.92836165715657,6.55938748265401,4.59275780966517e-10,2.60461352294127e-08,12.5430673496192,"DLGAP5","UP"
"232224_at",-1.58870959339672,7.42293662051515,-6.55879255776179,4.60783436712342e-10,2.60774775431825e-08,12.539901349123,"MASP1","DOWN"
"214420_s_at",-2.01004155944262,6.18201340093939,-6.5580988716394,4.62547519027485e-10,2.61502149654742e-08,12.5362100039426,"CYP2C9","DOWN"
"222988_s_at",1.13221075785247,9.42256742159091,6.5565539620286,4.66500209668307e-10,2.63464073946383e-08,12.5279898966511,"TMEM9","UP"
"209448_at",1.26999939860874,10.4400767844899,6.55589202068858,4.68203950522424e-10,2.64074922519735e-08,12.5244682374082,"HTATIP2","UP"
"218901_at",-1.68183639855191,8.17959014582323,-6.55350039328427,4.74410795450549e-10,2.67103059504545e-08,12.5117461943468,"PLSCR4","DOWN"
"226750_at",-1.3244425632612,6.85379904316162,-6.546508589501,4.93023923337313e-10,2.76442664529986e-08,12.4745709169382,"LARP1B","DOWN"
"202748_at",1.69761863383715,8.38448050484343,6.54522731553688,4.96511858381655e-10,2.78112842274844e-08,12.4677611553661,"GBP2","UP"
"214264_s_at",1.08459650441202,6.54441556142929,6.54460993761685,4.98201159919915e-10,2.78487819311221e-08,12.4644801965109,"EFCAB11","UP"
"208562_s_at",-1.3182451579847,5.41019707317172,-6.54365848092285,5.00815656874595e-10,2.79092300702982e-08,12.4594242149757,"ABCC9","DOWN"
"203715_at",1.37933285975301,7.17100166953535,6.54324935570151,5.01944030722992e-10,2.79435977062944e-08,12.4572502933885,"TBCE","UP"
"207735_at",-1.80919105245465,6.25970665582828,-6.54107730139681,5.07976583778106e-10,2.82506366291993e-08,12.4457103524392,"RNF125","DOWN"
"212556_at",1.19514531968415,8.38736271585354,6.53795626714912,5.16769777291429e-10,2.87104250734657e-08,12.4291328470456,"SCRIB","UP"
"214681_at",-1.41623180493552,7.40806605238384,-6.53633304300489,5.21402028633131e-10,2.89383424692492e-08,12.4205130221523,"GK","DOWN"
"228306_at",1.09876567589945,7.02475943943434,6.53589874148595,5.22648317153055e-10,2.89780634971369e-08,12.4182069780649,"CNIH4","UP"
"225520_at",1.68591734258688,6.39210209998485,6.53453380645325,5.26584285867579e-10,2.91371302979596e-08,12.4109601156023,"MTHFD1L","UP"
"238021_s_at",3.10009825107978,6.74108956343434,6.53242467177191,5.32723628433885e-10,2.94172249946004e-08,12.3997639702809,"CRNDE","UP"
"205339_at",1.39631930265574,6.0601902299697,6.53129286022704,5.36047103334282e-10,2.95708489438335e-08,12.3937568070864,"STIL","UP"
"221827_at",1.13177587980328,9.62252245384848,6.52706440366378,5.48644947859461e-10,3.02352639126627e-08,12.3713198919927,"RBCK1","UP"
"222680_s_at",1.99320668428416,6.80236005423232,6.52651669752586,5.50297875361901e-10,3.02957841402616e-08,12.368414349704,"DTL","UP"
"211762_s_at",1.77657630665027,9.4011865325101,6.52592336848605,5.52094013395642e-10,3.03640587649307e-08,12.3652669572839,"KPNA2","UP"
"204484_at",1.09730286396175,8.27133878778283,6.52404867249095,5.578070910636e-10,3.06166016726195e-08,12.3553235882228,"PIK3C2B","UP"
"201088_at",1.61083135187322,9.77152613776768,6.5220286389732,5.64028140334757e-10,3.09269767350423e-08,12.3446113982233,"KPNA2","UP"
"231070_at",-1.74529364727322,5.30220304342929,-6.52107124576019,5.67000377016637e-10,3.10587678936907e-08,12.3395351068619,"IYD","DOWN"
"218663_at",2.37902442810054,5.90259021129293,6.51642931737599,5.81631016073701e-10,3.17646146808331e-08,12.3149294399929,"NCAPG","UP"
"214430_at",1.21812286471148,8.30290891377273,6.51489057375294,5.86562316375932e-10,3.20019258583804e-08,12.3067754350381,"GLA","UP"
"201329_s_at",-1.28487567507104,9.06619274722222,-6.51205214157021,5.95766872883159e-10,3.24392983337667e-08,12.2917374494177,"ETS2","DOWN"
"209355_s_at",-1.35395393612568,10.0625811104293,-6.50505138365028,6.19080475617584e-10,3.35082676064451e-08,12.2546654798415,"PLPP3","DOWN"
"230792_at",-1.14773522119781,6.45757086650505,-6.50039858836128,6.35068684059412e-10,3.42717451013208e-08,12.2300411280268,"FAAH2","DOWN"
"202733_at",1.57626149189836,8.34123147537879,6.4998419968996,6.37008248738983e-10,3.43424792580277e-08,12.2270961936052,"P4HA2","UP"
"212021_s_at",1.52778539968415,5.98412298712626,6.49833739895135,6.4228054148166e-10,3.45584898639782e-08,12.219136152674,"MKI67","UP"
"224244_s_at",-2.69959298081967,9.02156672227273,-6.49802992805227,6.43363223060437e-10,3.45826729340548e-08,12.2175096306831,"APOA5","DOWN"
"202085_at",-1.14817791361421,9.27095541979293,-6.49473860994871,6.55065745951292e-10,3.51080525845318e-08,12.2001016474273,"TJP2","DOWN"
"242541_at",-1.36159592484043,5.51314377218687,-6.49398896632635,6.57760273549677e-10,3.51978388166066e-08,12.1961375292678,"ABCA9","DOWN"
"219377_at",-1.39813605955847,7.4541331229596,-6.48749746648797,6.81553640903987e-10,3.61820927788066e-08,12.1618227672921,"GAREM1","DOWN"
"211920_at",-1.02751294214426,5.63828081054545,-6.48595265710873,6.87339297144824e-10,3.64089825751409e-08,12.1536599934604,"CFB","DOWN"
"219372_at",1.19743535801421,6.35477981496465,6.48335099788021,6.97192387160224e-10,3.68951238759509e-08,12.1399156535438,"IFT81","UP"
"204835_at",1.15583460799017,6.46369670971212,6.4817487820773,7.0332928598059e-10,3.71478939025705e-08,12.1314530536707,"POLA1","UP"
"211340_s_at",1.58978409361858,7.91832050664141,6.48181302295726,7.03082208330485e-10,3.71478939025705e-08,12.1317923358809,"MCAM","UP"
"219544_at",1.15478407166339,4.93335950140404,6.4791719712204,7.13310666601505e-10,3.75660901013578e-08,12.1178456541846,"BORA","UP"
"203846_at",1.01133083133443,6.4253096705303,6.47430627563849,7.32539218897722e-10,3.8504489279751e-08,12.0921608214258,"TRIM32","UP"
"235004_at",2.60092914833989,6.68299961494444,6.47244224357333,7.40039801014027e-10,3.88613400507491e-08,12.0823243426192,"RBM24","UP"
"211963_s_at",1.02697269774973,10.3854956567323,6.4718943298023,7.42258840821509e-10,3.89404246626178e-08,12.0794333545182,"ARPC5","UP"
"209960_at",-2.55269624324153,5.17525646519192,-6.47141904824728,7.44189017169157e-10,3.90042176532238e-08,12.0769257277285,"HGF","DOWN"
"203336_s_at",1.18155471892678,8.01070460426263,6.46465965236444,7.72179608654209e-10,4.03937212331727e-08,12.0412754339289,"ITGB1BP1","UP"
"206734_at",1.1795428174164,7.0852879,6.46346857531288,7.77217946657387e-10,4.06002302281094e-08,12.0349959679372,"JRKL","UP"
"213684_s_at",-1.67691774066339,5.25093187691414,-6.46337523705819,7.77614136169088e-10,4.06002302281094e-08,12.0345039117888,"PDLIM5","DOWN"
"200798_x_at",-1.47033902200546,10.1057520578434,-6.45694870516796,8.05375218649335e-10,4.19294154586236e-08,12.0006358697078,"MCL1","DOWN"
"230560_at",2.10420960715847,6.18657335443434,6.45136518699166,8.30283689292818e-10,4.30619972681374e-08,11.9712282236838,"STXBP6","UP"
"226129_at",1.41437941501312,8.3008966685303,6.44765111303508,8.47270081828753e-10,4.38181448663955e-08,11.9516758074971,"FAM83H","UP"
"239413_at",1.20581537346776,5.33484788342929,6.44669729771502,8.51687197903835e-10,4.4004912903616e-08,11.9466557066807,"CEP152","UP"
"225275_at",2.59462348635847,6.85848767282828,6.44634902195485,8.53305695089546e-10,4.40468657144852e-08,11.9448227888315,"EDIL3","UP"
"205436_s_at",1.36641361707213,8.14631770156061,6.44604679093019,8.54712663528623e-10,4.40778306829921e-08,11.9432322487859,"H2AX","UP"
"229359_at",1.11440790184371,5.27747558532828,6.44340999400339,8.67084770488661e-10,4.46315745246911e-08,11.9293577235853,"ASXL2","UP"
"225578_at",1.31279327272242,7.37638716417677,6.44105646784057,8.78276263239421e-10,4.51650673863413e-08,11.9169768426206,"MZT1","UP"
"211699_x_at",-2.08331235595628,9.28374169234344,-6.44062839094223,8.80327056356915e-10,4.52279412312514e-08,11.9147252305979,"HBA1","DOWN"
"211699_x_at",-2.08331235595628,9.28374169234344,-6.44062839094223,8.80327056356915e-10,4.52279412312514e-08,11.9147252305979,"HBA2","DOWN"
"202633_at",1.07537365510383,8.02412627962626,6.43957759771798,8.85381075598686e-10,4.54448465053299e-08,11.9091986472834,"TOPBP1","UP"
"224707_at",1.01397717698471,10.0852206861162,6.43910125412444,8.87681535037685e-10,4.54774405938209e-08,11.9066935395059,"CYSTM1","UP"
"210063_at",-1.31263606558907,7.41082587185859,-6.43468665327417,9.09282818619895e-10,4.65404522711231e-08,11.8834827136431,"SARDH","DOWN"
"235504_at",-1.64166329854208,4.88491361456566,-6.43347086437389,9.15322010279666e-10,4.68056937709769e-08,11.8770922239274,"GREM2","DOWN"
"205392_s_at",-1.65291289994206,8.80974129009596,-6.42730423258968,9.46565652028645e-10,4.8043485087584e-08,11.8446909347496,"CCL14","DOWN"
"205392_s_at",-1.65291289994206,8.80974129009596,-6.42730423258968,9.46565652028645e-10,4.8043485087584e-08,11.8446909347496,"CCL15-CCL14","DOWN"
"213478_at",-1.5505027041694,6.05386808523737,-6.42743041685419,9.45915951946163e-10,4.8043485087584e-08,11.8453537417189,"KAZN","DOWN"
"228729_at",2.13584864056065,5.71734651116667,6.42737597202597,9.46196224818707e-10,4.8043485087584e-08,11.8450677588155,"CCNB1","UP"
"222529_at",-1.50313106551366,6.47269081838889,-6.42604659073256,9.5306503180003e-10,4.83284499365785e-08,11.838085392193,"SLC25A37","DOWN"
"206867_at",-1.57675119143169,8.57039586307071,-6.42276925860646,9.70208696490473e-10,4.90096118139461e-08,11.8208757259388,"GCKR","DOWN"
"209220_at",4.44523512716502,8.97766656819192,6.42245236663265,9.71882328282709e-10,4.90096118139461e-08,11.8192119903089,"GPC3","UP"
"1555434_a_at",-1.9525016933377,7.08275247554545,-6.41970242858942,9.86525448213257e-10,4.9687933303738e-08,11.8047765972952,"SLC39A14","DOWN"
"218543_s_at",1.15981987250601,8.50214597644949,6.4195854029832,9.87153381695854e-10,4.9687933303738e-08,11.8041623778004,"PARP12","UP"
"237127_at",-1.91680370843388,5.0611854475202,-6.41937675338886,9.88273923527178e-10,4.96985301893092e-08,11.8030672795569,NA,"DOWN"
"223274_at",1.43032499436503,6.05458617064646,6.41809428480032,9.95188851252242e-10,5.00002288256106e-08,11.7963367460514,"TCF19","UP"
"215990_s_at",-1.20218305103496,7.08154114932828,-6.41732157321589,9.99378150817065e-10,5.01184930675596e-08,11.7922818942973,"BCL6","DOWN"
"233887_at",-1.55801398483278,4.94077613745455,-6.41628052836464,1.00504963966662e-09,5.0356675202856e-08,11.786819449015,"ADGRG6","DOWN"
"209035_at",2.2482887465082,8.02916241213636,6.41473138793218,1.01354775421688e-09,5.05801548803705e-08,11.7786920524517,"MDK","UP"
"231683_at",-2.3344517171683,6.24124044558081,-6.41462376346214,1.01414076490956e-09,5.05801548803705e-08,11.7781274598015,"GLYAT","DOWN"
"204240_s_at",1.48821848773224,6.44203204857071,6.41440921262623,1.01532395697858e-09,5.05929628307218e-08,11.7770019551025,"SMC2","UP"
"235253_at",1.06628281635301,6.20962676158081,6.41328085942254,1.02156888725803e-09,5.08577407837949e-08,11.7710831696213,"RAD1","UP"
"212143_s_at",-2.15850666466338,8.67418649864141,-6.41308059374564,1.0226812043956e-09,5.08667473730939e-08,11.7700327452295,"IGFBP3","DOWN"
"213596_at",-1.34631919207104,5.62522979811616,-6.41154977100209,1.03122311031243e-09,5.1151850793363e-08,11.7620040485753,"CASP4","DOWN"
"202779_s_at",1.82435173183607,8.3129098349697,6.41078555390276,1.03551358932007e-09,5.13180613915941e-08,11.7579964304978,"UBE2S","UP"
"212526_at",-1.54529842260327,4.74060825118182,-6.40953075682986,1.04259635521897e-09,5.15754662568602e-08,11.7514168444277,"SPART","DOWN"
"209586_s_at",1.13429214089617,8.40602467210101,6.40850176233737,1.04844006449458e-09,5.18176083640205e-08,11.7460218900814,"PRUNE1","UP"
"226426_at",1.00912960368743,8.0052707950202,6.4080875227313,1.05080162436438e-09,5.18873680935007e-08,11.7438502166636,"ADNP","UP"
"226668_at",1.1912634389224,6.92120817610101,6.4060641732913,1.06241194741567e-09,5.24132824608961e-08,11.73324401173,"WDSUB1","UP"
"227646_at",1.81025718410492,5.60387477760606,6.4057926089018,1.063979790766e-09,5.24432566002739e-08,11.7318206630639,"EBF1","UP"
"222528_s_at",-1.2591106264459,5.78055970975758,-6.40465524679013,1.07057094070908e-09,5.2720550752881e-08,11.7258598413165,"SLC25A37","DOWN"
"243706_at",-1.89113658163716,6.74843219741414,-6.40358866548948,1.07678834243434e-09,5.29789565273573e-08,11.720270602309,"CDO1","DOWN"
"1555411_a_at",-1.12532254584918,8.2320432989697,-6.40206885793506,1.08570905082093e-09,5.32777449660674e-08,11.7123073552869,"CCNL1","DOWN"
"226463_at",1.49028425701968,8.65138040998485,6.39965905915058,1.10000270398458e-09,5.3787064459519e-08,11.6996833975434,"ATP6V1C1","UP"
"226859_at",-1.46516261324809,8.26242933388889,-6.39583807072661,1.12304655906972e-09,5.46639409362518e-08,11.6796731399865,"DNAJC25","DOWN"
"238756_at",1.91450516655956,6.69107230623232,6.39384467522511,1.13525600501645e-09,5.52090260035293e-08,11.6692369557562,"GAS2L3","UP"
"204033_at",1.82793578126776,6.20160390017172,6.39297155059164,1.14064482298117e-09,5.54217399621624e-08,11.6646664841362,"TRIP13","UP"
"210862_s_at",-1.2793922328153,5.60132327725253,-6.37957403503278,1.22655299759733e-09,5.91105333428651e-08,11.5945867397536,"SARDH","DOWN"
"201577_at",1.29760134857377,10.3437665901061,6.37691893600126,1.24431751903452e-09,5.97152132399229e-08,11.5807098468424,"NME1","UP"
"221803_s_at",-1.19497632817377,7.7387820164697,-6.36969166794991,1.29396318441061e-09,6.18802201315384e-08,11.5429556191144,"NRBF2","DOWN"
"213646_x_at",1.05595092038251,12.1442104545354,6.36899491266847,1.29885091874258e-09,6.20596196196751e-08,11.5393173482673,"TUBA1A","UP"
"213646_x_at",1.05595092038251,12.1442104545354,6.36899491266847,1.29885091874258e-09,6.20596196196751e-08,11.5393173482673,"TUBA1B","UP"
"215498_s_at",-1.10406605627869,7.63424341528788,-6.36874367996441,1.30061775874501e-09,6.20897182328157e-08,11.5380055417689,"MAP2K3","DOWN"
"208794_s_at",1.0849864480011,8.19268236923737,6.36755689357855,1.30899601410378e-09,6.24351085748904e-08,11.5318092184783,"SMARCA4","UP"
"205355_at",-1.73944332308743,8.72281885623737,-6.36332788749824,1.33928437012938e-09,6.37683847479299e-08,11.5097353274669,"ACADSB","DOWN"
"214696_at",-1.25705469237049,7.04556910931818,-6.36301311574842,1.34156610384314e-09,6.38213846944125e-08,11.5080927161456,"MIR22HG","DOWN"
"1554572_a_at",1.13266522547104,6.99846240277778,6.36045398666032,1.36025909091935e-09,6.44859633093562e-08,11.4947400803292,"SUV39H2","UP"
"209408_at",1.81581962178361,6.76445009475758,6.36001913777917,1.3634607398213e-09,6.45257204366211e-08,11.4924715415566,"KIF2C","UP"
"214805_at",-1.4597355723071,6.23625142896465,-6.35542580731395,1.39773512761503e-09,6.58424698021473e-08,11.4685150615666,"EIF4A1","DOWN"
"222396_at",1.02874883609399,7.40208015814141,6.35223150444398,1.42206763313724e-09,6.67784863701842e-08,11.4518618897623,"JPT1","UP"
"210054_at",1.0820836125847,6.37766324766162,6.34946221279536,1.44349890412644e-09,6.76104679683167e-08,11.437428915264,"HAUS3","UP"
"228899_at",1.40147900075301,7.21395933424748,6.345612855191,1.47381637052085e-09,6.86770763167705e-08,11.4173737218481,NA,"UP"
"212765_at",1.24866004566885,7.96314317019697,6.34394933290149,1.48711092322063e-09,6.91785254257651e-08,11.4087092243219,"CAMSAP2","UP"
"226901_at",1.24618559621967,8.72471321677273,6.34327908617169,1.49250062526036e-09,6.93701588488037e-08,11.4052186490671,"C17orf58","UP"
"209627_s_at",1.4406122666776,5.84998427541414,6.34265821765429,1.49751036952201e-09,6.95438212676069e-08,11.4019854465224,"OSBPL3","UP"
"205046_at",1.61963613995519,5.28644009511616,6.34073750888229,1.51311321465812e-09,7.02087102736823e-08,11.3919845799517,"CENPE","UP"
"210720_s_at",1.11655325851366,7.53667515544444,6.33973286209828,1.52133791733952e-09,7.05304139895271e-08,11.3867543149244,"NECAB3","UP"
"243929_at",-1.16761033980874,3.70134469896465,-6.33827654281265,1.53333830045864e-09,7.10264670084374e-08,11.3791735765686,NA,"DOWN"
"230100_x_at",1.30090309678033,5.85668582760606,6.33797634754014,1.53582350339253e-09,7.10812957548949e-08,11.3776110795084,"PAK1","UP"
"236495_at",-1.74847662884699,4.15669415015657,-6.33767064287498,1.53835838101367e-09,7.11383287572391e-08,11.3760199564026,NA,"DOWN"
"218503_at",1.08509863712568,6.42816152758586,6.33297707455618,1.57779670264772e-09,7.26544783488196e-08,11.3515973376933,"FOCAD","UP"
"207008_at",-1.19299538486011,3.86790266118687,-6.32934642669448,1.60898308286529e-09,7.39036106850478e-08,11.3327137066658,"CXCR2","DOWN"
"209458_x_at",-2.05665100679782,9.43936575932323,-6.32859276881046,1.61553227263383e-09,7.41420705927321e-08,11.3287946939747,"HBA1","DOWN"
"209458_x_at",-2.05665100679782,9.43936575932323,-6.32859276881046,1.61553227263383e-09,7.41420705927321e-08,11.3287946939747,"HBA2","DOWN"
"204018_x_at",-1.99286251227759,9.43915061840404,-6.32647217647451,1.63410070030299e-09,7.48684073369524e-08,11.3177692852208,"HBA1","DOWN"
"204018_x_at",-1.99286251227759,9.43915061840404,-6.32647217647451,1.63410070030299e-09,7.48684073369524e-08,11.3177692852208,"HBA2","DOWN"
"205661_s_at",1.12350309608197,7.3608707135,6.32475025077721,1.64933231920403e-09,7.53135334019144e-08,11.308818418299,"FLAD1","UP"
"202589_at",2.04192686215628,8.56922435100505,6.3189896070389,1.70130934856332e-09,7.74925833637103e-08,11.2788852633483,"TYMS","UP"
"224632_at",1.16339156932131,8.08723620943939,6.31835361394096,1.70714541857901e-09,7.76936106207128e-08,11.2755816509047,"GPATCH4","UP"
"233604_at",-2.70587675970929,5.43421187050505,-6.31625948822751,1.72650101156884e-09,7.84437601870291e-08,11.2647054405932,"C3orf85","DOWN"
"212055_at",1.41946390876284,7.81877760162626,6.31141922700373,1.77206684520159e-09,8.01141445504921e-08,11.2395757898119,"TPGS2","UP"
"209712_at",-1.08676986055956,8.10171806894949,-6.30879694787504,1.79724369696878e-09,8.11180743988064e-08,11.2259667577496,"SLC35D1","DOWN"
"228325_at",-2.04438614636829,7.41369235512626,-6.30407850407721,1.8434334941104e-09,8.29970596981461e-08,11.2014885090782,"SPIDR","DOWN"
"228468_at",1.17987319537049,5.36111677678788,6.30314835769127,1.85267542398916e-09,8.33444505192092e-08,11.1966645409922,"MASTL","UP"
"227179_at",1.28682931310383,6.73537606792929,6.29774630274562,1.90725627533478e-09,8.55883212529648e-08,11.1686574503007,"STAU2","UP"
"235158_at",1.1264765494153,7.56731098888384,6.29609954871307,1.92420633501882e-09,8.61546079255931e-08,11.1601229683161,"TMEM209","UP"
"208034_s_at",-1.81353349716503,6.93803785553535,-6.29516170097751,1.93392560790997e-09,8.63593452369479e-08,11.1552631297489,"PROZ","DOWN"
"208813_at",-1.52033772198907,10.4082497528283,-6.29188012630756,1.96831462472568e-09,8.76681534999868e-08,11.1382620871112,"GOT1","DOWN"
"218434_s_at",1.21161946585028,6.56252759384343,6.29037879024146,1.98424720877769e-09,8.81738753563677e-08,11.1304859838009,"AACS","UP"
"204141_at",1.41599073376721,10.8066046033485,6.29000242705719,1.98826107994983e-09,8.82804084221949e-08,11.1285368198899,"TUBB2A","UP"
"214663_at",1.18548060273334,5.51026566509596,6.28952464580757,1.99336804565007e-09,8.84122733360981e-08,11.1260625286301,"DSTYK","UP"
"215563_s_at",-1.41851105497049,5.50898897693939,-6.28824905556026,2.00706588836618e-09,8.88264905683484e-08,11.1194572239574,"MST1L","DOWN"
"44783_s_at",1.485852690847,7.55740653005556,6.28361489744766,2.05761144673864e-09,9.07692519715165e-08,11.0954679322601,"HEY1","UP"
"220432_s_at",-3.51204763997923,6.43028531390404,-6.28227689210468,2.07243631921573e-09,9.13485774561399e-08,11.0885437609028,"CYP39A1","DOWN"
"1555278_a_at",1.08715756953224,7.18314152713131,6.27898832995766,2.10931995690059e-09,9.26760183477167e-08,11.071529617666,"CKAP5","UP"
"222121_at",-1.21892619623278,4.72292815062121,-6.27372660945755,2.16967824886677e-09,9.51748098035027e-08,11.0443191597018,"ARHGEF26","DOWN"
"207626_s_at",-1.58030793466011,4.5252916330202,-6.27032156744607,2.20963825326337e-09,9.66172729587451e-08,11.0267183889496,"SLC7A2","DOWN"
"212193_s_at",1.14081674976394,7.78377805081818,6.2648506486575,2.27535988855164e-09,9.89364885298333e-08,10.9984523118857,"LARP1","UP"
"225295_at",1.93437651528197,6.61390597934848,6.26417212711588,2.2836434469075e-09,9.91388072861363e-08,10.9949478005027,"SLC39A10","UP"
"221521_s_at",1.26262597969399,6.78239062671717,6.25509178006677,2.39738809215091e-09,1.03419080471278e-07,10.9480727746555,"GINS2","UP"
"214142_at",-2.05189410501421,7.1858061339596,-6.25373403273676,2.41486689651231e-09,1.03926813096317e-07,10.9410676264628,"ZG16","DOWN"
"225540_at",2.86518542247541,8.02395743777273,6.25128798997615,2.44667187071733e-09,1.05047241254313e-07,10.9284500892382,"MAP2","UP"
"201044_x_at",-1.87514334168197,6.86040548568182,-6.25089236968312,2.45185444527437e-09,1.05187059559913e-07,10.9264096509033,"DUSP1","DOWN"
"218728_s_at",1.31252556165683,8.62263169325253,6.25040731934577,2.45822324378327e-09,1.0537750864422e-07,10.923908088292,"CNIH4","UP"
"213820_s_at",-1.24714972732677,6.61639227488889,-6.24848604132045,2.48360985576091e-09,1.06277247957726e-07,10.9140007003375,"STARD5","DOWN"
"213528_at",1.09605996907759,7.05745289420202,6.24596023965282,2.51737602923362e-09,1.07534893988551e-07,10.9009790696764,"METTL18","UP"
"217999_s_at",-1.75290118156502,5.4440960559596,-6.2452891867186,2.526422476664e-09,1.07793367748477e-07,10.8975200825171,"PHLDA1","DOWN"
"236224_at",1.19117852576612,6.79645152862626,6.24120968289175,2.58210857390655e-09,1.09826086874423e-07,10.8764973318198,"RIT1","UP"
"209785_s_at",1.95289980449617,7.73783141167677,6.23969104302607,2.60314447020845e-09,1.10462726458037e-07,10.8686737197419,"PLA2G4C","UP"
"222303_at",-2.18470400898798,7.69384044808081,-6.23714058461962,2.63885186689239e-09,1.11630996906734e-07,10.8555373179695,NA,"DOWN"
"243296_at",-2.51570207658033,8.7313566984697,-6.23424986441524,2.6799042871795e-09,1.13192275975046e-07,10.840652689317,"NAMPT","DOWN"
"205194_at",1.83177107698907,7.30670012118687,6.23254576525353,2.70439786589978e-09,1.14050409768637e-07,10.8318802547722,"PSPH","UP"
"209116_x_at",-2.42188010053442,8.86117574425758,-6.23049076971035,2.73422726477452e-09,1.15041874893013e-07,10.8213035877622,"HBB","DOWN"
"227695_at",-1.92243147187759,7.34778709252525,-6.22974922736669,2.74507022855792e-09,1.15409176591404e-07,10.8174875830083,"GLYATL1","DOWN"
"209307_at",1.43133646841967,7.02921941821212,6.2191689070515,2.90445074819138e-09,1.21828547397063e-07,10.7630738761824,"SWAP70","UP"
"210472_at",-1.32982977631475,4.77192579224242,-6.21867945344024,2.9120394915826e-09,1.22053117999847e-07,10.7605581515696,"MT1G","DOWN"
"235737_at",-2.25208384129836,4.72381669178788,-6.21664889235888,2.94373065262705e-09,1.23286780776013e-07,10.7501227580334,"TSLP","DOWN"
"230233_at",-2.00956120693879,8.42851232303535,-6.2155186688963,2.96151647929992e-09,1.23841730079637e-07,10.7443153368003,NA,"DOWN"
"207469_s_at",1.86951449662842,8.35994715485354,6.21447203155348,2.97808094035798e-09,1.24343986541109e-07,10.738938034992,"PIR","UP"
"212677_s_at",1.10190916674863,6.68997149257071,6.21195948475472,3.01821729799554e-09,1.25827405569031e-07,10.7260318105387,"CEP68","UP"
"206550_s_at",1.17589482768853,6.84355492186364,6.21127876130863,3.02918247973945e-09,1.26188209585057e-07,10.7225357322935,"NUP155","UP"
"226030_at",-1.72689088531693,9.69654775908586,-6.21009863342537,3.04828480804865e-09,1.26887178522836e-07,10.7164754060382,"ACADSB","DOWN"
"224320_s_at",1.55040846220984,5.43875364687879,6.20753873339393,3.09012813438536e-09,1.28335488823717e-07,10.703332165079,"MCM8","UP"
"215450_at",1.13893604994754,7.55035533439394,6.20615336702971,3.11300734263025e-09,1.29089347003087e-07,10.6962208194657,"SNRPE","UP"
"201202_at",1.15972072269399,9.50504138385354,6.20353304873029,3.1567369668301e-09,1.30407621762097e-07,10.6827731381975,"PCNA","UP"
"217232_x_at",-2.1413126327235,9.09631846773737,-6.20208255844596,3.18120223699495e-09,1.31189454005084e-07,10.6753307415265,"HBB","DOWN"
"232366_at",1.18407689017705,5.92048551066667,6.20198413636649,3.18286903405301e-09,1.31189454005084e-07,10.674825784727,"KIAA0232","UP"
"202737_s_at",1.09368969763826,9.28845528091414,6.20026388439201,3.21214055757127e-09,1.3219640713688e-07,10.6660008578343,"LSM4","UP"
"208975_s_at",1.08099877244044,8.64075301584344,6.19539951734689,3.29634833506345e-09,1.34849042414097e-07,10.6410554320463,"KPNB1","UP"
"209044_x_at",1.11812630084153,9.06650919256566,6.19447832514609,3.31253733102313e-09,1.35308602288083e-07,10.6363328555157,"SF3B4","UP"
"210253_at",1.30770239417705,6.47394698818182,6.19292780553001,3.33996237892399e-09,1.36225067513201e-07,10.6283850368919,"HTATIP2","UP"
"210983_s_at",1.41811003568197,7.91326535228788,6.18752820804333,3.43721802015534e-09,1.39566384932895e-07,10.6007176168364,"MCM7","UP"
"222752_s_at",1.31022047150382,6.70709267014141,6.18757781965636,3.43631191400126e-09,1.39566384932895e-07,10.6009717519905,"PACC1","UP"
"225767_at",-1.83565460820328,7.10318401857576,-6.17923526811142,3.59202046980235e-09,1.45000765645432e-07,10.5582563073351,"RNA45SN5","DOWN"
"221834_at",-1.33177023891912,7.93491502958081,-6.17883035330529,3.5997515104618e-09,1.45194408597378e-07,10.556184051305,"LONP2","DOWN"
"222606_at",1.21267986932131,7.34663765298485,6.17833278753143,3.60927388697968e-09,1.45471051505256e-07,10.5536377549184,"ZWILCH","UP"
"222825_at",1.38375220735191,6.64493250887374,6.17735658909523,3.62802813684959e-09,1.46011422724957e-07,10.5486424526404,"OTUD6B","UP"
"227249_at",1.20983466172459,5.93439758648485,6.176015305696,3.65395217637588e-09,1.46838329807517e-07,10.5417798398576,"NDE1","UP"
"204720_s_at",2.4187699460295,6.10046440613636,6.17498041509581,3.67407840299082e-09,1.4747640343135e-07,10.5364855555143,"DNAJC6","UP"
"206453_s_at",-1.35581053797814,9.59040151023232,-6.17492132219145,3.67523089868836e-09,1.4747640343135e-07,10.5361832665381,"NDRG2","DOWN"
"203155_at",1.01277932630055,7.51394946276263,6.17438067799677,3.68579161885549e-09,1.47791584200114e-07,10.5334176985051,"SETDB1","UP"
"221572_s_at",1.11131178629181,6.34373227665152,6.17364727638726,3.70016516513777e-09,1.48150381351664e-07,10.5296663747043,"SLC26A6","UP"
"216316_x_at",-1.13717225511912,6.38458975241414,-6.1688895137712,3.79475414974004e-09,1.51604175844735e-07,10.5053378585517,"GK","DOWN"
"216316_x_at",-1.13717225511912,6.38458975241414,-6.1688895137712,3.79475414974004e-09,1.51604175844735e-07,10.5053378585517,"GK3","DOWN"
